school_type, school_no, school_status, longitude, latitude
"Secondary",8025,"O",144.995,-37.8368
"Secondary",8027,"O",144.568,-37.6831
"Secondary",8030,"O",145.054,-37.9804
"Secondary",8045,"O",142.145,-34.198
"Secondary",8050,"O",146.149,-38.4002
"Secondary",8065,"O",145.428,-37.8832
"Secondary",8068,"O",145.114,-37.7141
"Secondary",8071,"O",145.314,-37.7751
"Secondary",8073,"O",145.352,-36.3818
"Secondary",8075,"O",145.092,-38.0123
"Secondary",8100,"O",147.167,-36.7403
"Secondary",8102,"O",145.094,-38.1901
"Secondary",8105,"O",145.132,-37.8688
"Secondary",8125,"O",145.049,-37.912
"Secondary",8135,"O",144.972,-37.8359
"Secondary",8140,"O",145.208,-36.0599
"Secondary",8145,"O",145.957,-38.0169
"Secondary",8151,"O",144.395,-38.1713
"Secondary",8180,"O",144.99,-37.7742
"Secondary",8185,"O",145.238,-37.8005
"Secondary",8190,"O",145.446,-36.0799
"Secondary",8210,"O",144.337,-38.1866
"Secondary",8215,"O",148.466,-37.7041
"Pri/Sec",8220,"O",142.323,-35.0646
"Secondary",8223,"O",145.471,-38.0691
"Secondary",8225,"O",145.094,-37.9896
"Secondary",8227,"O",144.935,-37.7177
"Secondary",8245,"O",144.965,-37.7835
"Secondary",8250,"O",144.557,-38.1911
"Pri/Sec",8256,"O",141.997,-35.8945
"Secondary",8260,"O",142.195,-34.2988
"Secondary",8270,"O",145.239,-37.8166
"Pri/Sec",8276,"O",142.782,-34.5889
"Secondary",8280,"O",144.699,-36.3528
"Secondary",8290,"O",144.887,-38.3676
"Secondary",8300,"O",146.452,-36.0626
"Secondary",8307,"O",145.236,-37.8886
"Secondary",8320,"O",145.415,-36.3721
"Secondary",8330,"O",144.807,-37.7453
"Secondary",8335,"O",143.251,-36.6096
"Secondary",8337,"O",145.034,-37.874
"Secondary",8345,"O",144.927,-37.7369
"Secondary",8350,"O",144.729,-37.5742
"Secondary",8368,"O",144.962,-37.7697
"Secondary",8370,"O",147.173,-36.2204
"Secondary",8383,"O",145.002,-37.6787
"Secondary",8395,"O",146.158,-38.2146
"Secondary",8405,"O",144.956,-37.797
"Secondary",8407,"O",144.929,-37.6306
"Secondary",8410,"O",145.624,-37.7921
"Secondary",8415,"O",145.335,-37.9034
"Secondary",8420,"O",145.2,-37.8429
"Secondary",8421,"O",145.347,-38.0537
"Secondary",8422,"O",145.392,-36.357
"Secondary",8423,"O",145.198,-38.0941
"Secondary",8425,"O",146.308,-36.3449
"Secondary",8428,"O",145.23,-37.8576
"Secondary",8430,"O",142.389,-36.2627
"Secondary",8437,"O",145.184,-37.7469
"Secondary",8462,"O",145.17,-37.9347
"Secondary",8465,"O",144.669,-37.9055
"Secondary",8466,"O",147.605,-37.8287
"Secondary",8470,"O",145.136,-37.9402
"Secondary",8474,"O",145.182,-37.9101
"Secondary",8475,"O",144.895,-37.8628
"Secondary",8480,"O",146.881,-36.1256
"Secondary",8490,"O",146.685,-38.5666
"Secondary",8500,"O",145.409,-37.215
"Secondary",8704,"O",145.038,-37.8857
"Secondary",8705,"O",144.936,-37.6086
"Secondary",8707,"O",145.459,-37.9243
"Secondary",8708,"O",145.03,-37.7223
"Secondary",8709,"O",145.259,-38.0349
"Secondary",8710,"O",144.695,-37.8712
"Secondary",8715,"O",144.812,-37.7162
"Secondary",8716,"O",146.433,-38.2288
"Secondary",8718,"O",144.586,-37.6732
"Secondary",8720,"O",147.998,-37.8713
"Secondary",8722,"O",145.19,-38.1593
"Secondary",8723,"O",144.705,-37.5839
"Secondary",8724,"O",145.164,-37.848
"Secondary",8725,"O",145.135,-38.0833
"Secondary",8730,"O",145.14,-37.6869
"Secondary",8731,"O",142.79,-37.062
"Secondary",8734,"O",145.237,-37.9239
"Secondary",8736,"O",145.592,-38.6076
"Secondary",8739,"O",145.023,-37.9567
"Secondary",8742,"O",144.987,-37.7849
"Secondary",8743,"O",145.103,-37.8641
"Secondary",8744,"O",145.19,-37.8069
"Secondary",8745,"O",145.961,-38.4787
"Secondary",8746,"O",145.168,-37.6724
"Language",8747,"O",145.148,-37.8479
"Language",8748,"O",144.985,-37.8078
"Language",8749,"O",145.178,-37.9712
"Secondary",8750,"O",145.09,-37.7087
"Secondary",8753,"O",142.922,-37.286
"Secondary",8775,"O",145.063,-37.6639
"Secondary",8777,"O",144.433,-37.6856
"Pri/Sec",8783,"O",144.675,-37.8581
"Secondary",8787,"O",144.794,-37.7067
"Secondary",8790,"O",144.828,-37.7902
"Secondary",8791,"O",144.981,-37.4184
"Secondary",8797,"O",145.025,-37.7565
"Secondary",8798,"O",141.595,-38.3588
"Secondary",8799,"O",144.772,-37.7196
"Pri/Sec",8800,"O",144.885,-37.8577
"Secondary",8801,"O",145.09,-37.9223
"Secondary",8802,"O",143.553,-35.3352
"Secondary",8803,"O",146.519,-38.1914
"Secondary",8804,"O",145.059,-38.2183
"Secondary",8806,"O",144.87,-37.7397
"Secondary",8807,"O",144.956,-37.771
"Secondary",8808,"O",145.163,-37.8781
"Secondary",8809,"O",145.148,-38.1267
"Secondary",8811,"O",142.5,-38.3767
"Secondary",8812,"O",145.087,-37.7412
"Secondary",8813,"O",145.182,-37.9702
"Pri/Sec",8814,"O",142.015,-37.7333
"Secondary",8815,"O",145.316,-37.7887
"Secondary",8816,"O",145.232,-37.8384
"Secondary",8818,"O",142.187,-36.7077
"Secondary",8819,"O",145.014,-37.8225
"Secondary",8820,"O",144.329,-38.1229
"Secondary",8821,"O",146.286,-38.1767
"Secondary",8823,"O",145.122,-37.7675
"Secondary",8824,"O",144.215,-37.0771
"Secondary",8827,"O",145.925,-38.1652
"Secondary",8828,"O",143.869,-37.5643
"Pri/Sec",8830,"O",143.36,-36.2703
"Pri/Sec",8831,"O",143.229,-36.0757
"Pri/Sec",8832,"O",142.91,-35.9844
"Pri/Sec",8833,"O",141.659,-36.3326
"Secondary",8834,"O",147.068,-38.1089
"Secondary",8835,"O",145.158,-38.1467
"Secondary",8836,"O",144.894,-37.7911
"Language",8838,"O",144.854,-37.791
"Pri/Sec",8839,"O",145.286,-38.0499
"Secondary",8841,"O",144.412,-38.0184
"Pri/Sec",8842,"O",141.245,-36.3827
"Pri/Sec",8843,"O",147.911,-36.1929
"Pri/Sec",8845,"O",143.723,-37.0422
"Pri/Sec",8846,"O",145.077,-37.6346
"Secondary",8847,"O",144.733,-37.8867
"Pri/Sec",8848,"O",144.602,-37.8742
"Secondary",8849,"O",144.976,-37.7412
"Pri/Sec",8851,"O",146.891,-36.1308
"Pri/Sec",8853,"O",144.923,-37.5803
"Secondary",8854,"O",144.68,-37.8334
"Secondary",8855,"O",144.732,-36.1324
"Secondary",8856,"O",145.129,-37.9142
"Pri/Sec",8857,"O",144.817,-37.8615
"Secondary",8858,"O",145.209,-37.9794
"Special",8859,"O",145.596,-38.6097
"Pri/Sec",8861,"O",144.773,-37.8562
"Secondary",8862,"O",144.915,-37.6804
"Secondary",8864,"O",143.59,-38.3515
"Secondary",8865,"O",145.337,-38.0385
"Secondary",8866,"O",144.701,-37.8938
"Secondary",8867,"O",145.159,-37.967
"Secondary",8868,"O",145.261,-38.0002
"Secondary",8869,"O",145.276,-37.9743
"Secondary",8870,"O",145.295,-38.0062
"Pri/Sec",8872,"O",141.827,-37.2406
"Pri/Sec",8873,"O",146.726,-36.5489
"Secondary",8874,"O",145.311,-38.0733
"Secondary",8875,"O",145.168,-38.2272
"Pri/Sec",8882,"O",143.727,-36.1102
"Pri/Sec",8883,"O",146.007,-36.0214
"Pri/Sec",8884,"O",145.141,-37.0298
"Pri/Sec",8886,"O",142.071,-34.1694
"Secondary",8889,"O",144.947,-37.8444
"Pri/Sec",8890,"O",145.06,-37.7291
"Secondary",8891,"O",144.786,-37.7403
"Pri/Sec",8892,"O",147.724,-37.2668
"Secondary",8893,"O",144.925,-37.7047
"Secondary",8894,"O",144.972,-37.7027
"Secondary",8895,"O",145.003,-37.6965
"Secondary",8898,"O",145.306,-38.1049
"Pri/Sec",8900,"O",143.833,-37.5866
"Pri/Sec",8901,"O",144.356,-38.0784
"Secondary",8903,"O",144.324,-38.3042
"Pri/Sec",8904,"O",142.366,-35.7349
"Pri/Sec",8905,"O",145.243,-37.9903
"Secondary",8907,"O",145.411,-38.0719
"Pri/Sec",8908,"O",144.737,-37.7464
"Pri/Sec",8909,"O",144.738,-37.7345
"Secondary",8910,"O",144.737,-37.7357
"Pri/Sec",8911,"O",144.739,-37.7112
"Secondary",8912,"O",145.261,-37.7951
"Pri/Sec",8913,"O",145.289,-37.8589
"Pri/Sec",8914,"O",144.681,-37.8365
"Pri/Sec",8915,"O",145.964,-36.5534
"Special",8916,"O",144.392,-37.1901
"Pri/Sec",1,"O",144.982,-37.8488
"Pri/Sec",5,"O",145.055,-37.8615
"Secondary",20,"O",145.067,-37.6902
"Secondary",25,"O",144.953,-37.806
"Secondary",26,"O",144.997,-37.8594
"Secondary",28,"O",143.832,-37.5597
"Primary",29,"O",143.847,-37.5644
"Primary",30,"O",143.874,-37.5617
"Secondary",33,"O",142.477,-38.371
"Secondary",35,"O",143.823,-37.5569
"Primary",60,"O",146.088,-37.0581
"Primary",77,"O",144.881,-37.84
"Primary",78,"O",144.901,-37.8635
"Pri/Sec",83,"O",145.039,-37.8111
"Pri/Sec",96,"O",145.005,-37.8774
"Primary",98,"O",144.946,-37.7933
"Primary",104,"O",146.322,-36.3562
"Secondary",106,"O",144.995,-37.8576
"Primary",107,"O",144.998,-37.859
"Secondary",111,"O",144.948,-37.301
"Primary",113,"O",144.932,-37.7847
"Secondary",130,"O",144.273,-36.7534
"Secondary",131,"O",143.736,-37.0535
"Primary",132,"O",143.737,-37.0518
"Primary",139,"O",147.586,-37.8414
"Primary",140,"O",143.838,-37.5781
"Primary",148,"O",145.034,-37.8265
"Pri/Sec",149,"O",145.052,-37.8618
"Primary",151,"O",144.997,-37.7746
"Primary",152,"O",145.004,-37.7448
"Primary",153,"O",146.404,-38.2394
"Primary",154,"O",146.535,-38.1952
"Primary",156,"O",145.408,-36.3747
"Pri/Sec",161,"O",145.141,-37.0199
"Primary",181,"O",142.985,-36.3736
"Primary",183,"O",147.062,-38.1107
"Primary",184,"O",144.948,-37.2994
"Primary",185,"O",144.229,-37.5999
"Primary",187,"O",144.091,-37.5807
"Primary",189,"O",144.053,-37.5323
"Primary",191,"O",144.732,-37.2788
"Primary",192,"O",143.892,-37.4285
"Primary",196,"O",142.094,-37.7662
"Primary",204,"O",144.245,-36.7942
"Primary",205,"O",145.974,-36.554
"Primary",212,"O",143.966,-37.5912
"Secondary",219,"O",144.34,-38.1495
"Primary",227,"O",143.247,-36.6171
"Secondary",236,"O",142.153,-34.1887
"Secondary",250,"O",144.997,-37.8967
"Primary",251,"O",144.998,-37.8979
"Primary",252,"O",145.071,-37.923
"Pri/Sec",259,"O",145.038,-37.8139
"Primary",262,"O",144.257,-36.7235
"Secondary",265,"O",143.87,-37.6115
"Pri/Sec",278,"O",143.834,-37.5597
"Primary",285,"O",144.221,-37.064
"Secondary",286,"O",144.459,-37.2529
"Primary",289,"O",144.53,-37.3578
"Primary",299,"O",143.351,-36.2718
"Primary",324,"O",145.224,-36.4398
"Primary",330,"O",144.986,-37.839
"Primary",336,"O",144.968,-37.7389
"Primary",338,"O",144.651,-37.9013
"Primary",353,"O",144.59,-37.4909
"Primary",355,"O",144.736,-37.58
"Primary",367,"O",146.607,-36.146
"Primary",368,"O",146.463,-36.0504
"Primary",379,"O",143.872,-36.5711
"Secondary",384,"O",145.975,-36.5528
"Pri/Sec",385,"O",145.08,-37.8152
"Primary",386,"O",145.475,-38.0694
"Pri/Sec",391,"O",145.025,-37.8523
"Primary",401,"O",146.009,-36.0107
"Pri/Sec",404,"O",145.031,-37.8139
"Primary",409,"O",142.29,-37.8775
"Secondary",411,"O",142.938,-37.2847
"Primary",413,"O",141.414,-37.586
"Primary",414,"O",144.435,-37.6723
"Primary",445,"O",142.369,-38.2999
"Pri/Sec",450,"O",144.399,-38.0688
"Pri/Sec",457,"O",145.036,-37.8102
"Secondary",467,"O",144.974,-37.8037
"Primary",468,"O",144.979,-37.8021
"Secondary",474,"O",145.358,-37.7508
"Primary",477,"O",144.907,-37.8012
"Primary",478,"O",144.89,-37.8137
"Primary",486,"O",142.204,-36.714
"Secondary",495,"O",143.577,-38.352
"Primary",496,"O",143.585,-38.3347
"Secondary",500,"O",145.066,-37.9841
"Secondary",501,"O",145.072,-38.2183
"Pri/Sec",509,"O",144.985,-37.8317
"Pri/Sec",510,"O",144.34,-38.1524
"Secondary",515,"O",145.408,-36.3747
"Secondary",518,"O",146.009,-36.0087
"Primary",524,"O",144.988,-37.7903
"Primary",525,"O",145.444,-36.0865
"Primary",539,"O",142.486,-38.3725
"Secondary",545,"O",141.606,-38.3452
"Secondary",548,"O",144.558,-38.1887
"Primary",549,"O",144.363,-38.1532
"Primary",550,"O",144.346,-38.1348
"Pri/Sec",554,"O",145.107,-37.8486
"Primary",566,"O",144.923,-37.7597
"Primary",567,"O",145.353,-37.7527
"Secondary",576,"O",145.144,-37.7115
"Primary",579,"O",144.986,-37.8005
"Primary",581,"O",142.39,-36.2541
"Primary",584,"O",144.726,-36.1343
"Primary",590,"O",145.037,-37.8082
"Primary",594,"O",142.939,-37.2855
"Secondary",595,"O",144.743,-36.1181
"Primary",599,"O",142.232,-38.3861
"Primary",603,"O",144.701,-36.3648
"Secondary",605,"O",144.943,-37.7929
"Primary",607,"O",141.593,-38.3595
"Secondary",625,"O",147.064,-38.1087
"Pri/Sec",646,"O",145.045,-36.3096
"Primary",653,"O",145.1,-37.8203
"Primary",661,"O",144.616,-36.493
"Primary",672,"O",146.683,-36.3601
"Primary",684,"O",141.695,-37.6054
"Secondary",690,"O",143.14,-38.235
"Primary",691,"O",143.139,-38.235
"Secondary",707,"O",144.914,-37.7572
"Primary",715,"O",144.151,-37.3372
"Primary",724,"O",142.051,-37.7411
"Primary",726,"O",144.284,-36.7546
"Pri/Sec",733,"O",145.056,-37.809
"Primary",753,"O",146.889,-36.117
"Primary",782,"O",142.787,-37.0593
"Pri/Sec",818,"O",144.992,-37.8596
"Primary",836,"O",145.07,-37.9836
"Primary",840,"O",142.91,-38.2398
"Primary",841,"O",145.912,-38.1586
"Primary",848,"O",144.278,-36.7694
"Pri/Sec",879,"O",144.997,-37.9061
"Primary",909,"O",145.067,-37.7576
"Secondary",914,"O",145.068,-37.7579
"Primary",915,"O",144.943,-37.7623
"Primary",923,"O",145.092,-38.008
"Primary",924,"O",143.86,-37.5459
"Pri/Sec",928,"O",143.831,-37.5392
"Primary",931,"O",144.978,-37.7763
"Primary",932,"O",145.047,-37.8869
"Primary",935,"O",145.221,-37.9907
"Primary",937,"O",145.009,-37.9515
"Primary",950,"O",145.603,-38.6009
"Primary",954,"O",144.911,-37.7738
"Primary",955,"O",143.918,-35.7254
"Pri/Sec",956,"O",145.032,-37.8577
"Primary",962,"O",144.968,-37.7586
"Pri/Sec",971,"O",142.024,-37.7372
"Primary",981,"O",143.903,-37.5616
"Primary",991,"O",145.954,-38.4789
"Primary",999,"O",145.822,-38.436
"Primary",1003,"O",144.895,-37.8502
"Pri/Sec",1004,"O",145.044,-37.7725
"Primary",1013,"O",145.516,-37.6587
"Primary",1015,"O",145.573,-38.073
"Pri/Sec",1021,"O",145.032,-37.8339
"Primary",1024,"O",145.053,-37.873
"Pri/Sec",1025,"O",145.008,-37.9286
"Primary",1033,"O",144.929,-37.7956
"Primary",1036,"O",144.655,-38.2687
"Primary",1041,"O",145.02,-37.7801
"Primary",1045,"O",145.031,-37.8581
"Primary",1058,"O",146.676,-38.5569
"Primary",1067,"O",144.311,-36.7249
"Primary",1070,"O",144.981,-37.8825
"Primary",1072,"O",144.462,-37.2505
"Pri/Sec",1080,"O",145.257,-37.8155
"Primary",1084,"O",143.546,-35.3285
"Pri/Sec",1086,"O",145.093,-38.1723
"Primary",1097,"O",145.192,-38.3034
"Primary",1099,"O",143.519,-38.2706
"Primary",1101,"O",144.836,-37.7895
"Primary",1108,"O",145.002,-37.7568
"Primary",1109,"O",142.446,-38.3515
"Pri/Sec",1116,"O",145.021,-37.8383
"Pri/Sec",1117,"O",144.915,-37.7599
"Secondary",1122,"O",142.208,-36.7173
"Primary",1130,"O",145.026,-37.8735
"Primary",1134,"O",144.994,-37.9201
"Primary",1136,"O",145.57,-36.7534
"Pri/Sec",1144,"O",144.87,-37.7322
"Primary",1146,"O",144.885,-37.7958
"Primary",1152,"O",145.654,-35.9171
"Pri/Sec",1163,"O",145.011,-37.8779
"Primary",1164,"O",145.039,-37.7719
"Primary",1173,"O",145.154,-36.7816
"Primary",1176,"O",145.009,-37.8525
"Primary",1177,"O",148.456,-37.7092
"Pri/Sec",1183,"O",145.068,-37.9877
"Pri/Sec",1187,"O",145.047,-37.7653
"Primary",1188,"O",146.727,-36.5536
"Pri/Sec",1189,"O",145.048,-37.8148
"Pri/Sec",1190,"O",145.041,-37.8995
"Pri/Sec",1191,"O",145.146,-37.996
"Primary",1193,"O",144.91,-37.7511
"Primary",1196,"O",145.425,-37.2146
"Primary",1206,"O",145.063,-37.8111
"Pri/Sec",1209,"O",145.08,-37.8292
"Primary",1212,"O",145.039,-37.9044
"Pri/Sec",1213,"O",145.063,-37.9894
"Primary",1217,"O",145.119,-38.0554
"Pri/Sec",1218,"O",147.065,-38.0937
"Primary",1221,"O",145.017,-37.9163
"Pri/Sec",1226,"O",145.015,-37.8482
"Primary",1229,"O",145.084,-37.8389
"Primary",1231,"O",145.001,-37.933
"Primary",1252,"O",144.701,-36.9177
"Primary",1253,"O",144.219,-35.8082
"Pri/Sec",1258,"O",145.066,-37.8161
"Primary",1260,"O",145.203,-38.3615
"Pri/Sec",1262,"O",144.994,-37.9111
"Primary",1265,"O",144.952,-37.7498
"Pri/Sec",1267,"O",145.136,-37.8767
"Primary",1272,"O",145.131,-37.8185
"Primary",1273,"O",144.828,-37.8667
"Primary",1275,"O",145.148,-37.7161
"Primary",1277,"O",142.053,-34.1669
"Primary",1280,"O",145.126,-38.1488
"Secondary",1287,"O",145.13,-37.8184
"Primary",1289,"O",145.005,-37.718
"Primary",1291,"O",145.041,-37.9228
"Primary",1292,"O",145.023,-37.9759
"Secondary",1299,"O",144.739,-37.5726
"Primary",1301,"O",147.078,-37.9673
"Pri/Sec",1304,"O",145.119,-37.8328
"Primary",1309,"O",146.152,-38.2072
"Primary",1310,"O",145.065,-37.9018
"Primary",1311,"O",145.052,-37.8574
"Primary",1312,"O",145.07,-37.8843
"Pri/Sec",1316,"O",145.347,-38.0354
"Pri/Sec",1322,"O",145.06,-37.8182
"Primary",1328,"O",145.05,-37.7954
"Primary",1342,"O",145.232,-37.8164
"Primary",1343,"O",145.127,-37.716
"Primary",1347,"O",144.742,-38.3405
"Primary",1354,"O",145.065,-37.8501
"Primary",1368,"O",145.005,-37.8825
"Primary",1373,"O",142.188,-34.3023
"Pri/Sec",1377,"O",145.052,-37.8159
"Primary",1383,"O",145.028,-37.6505
"Secondary",1386,"O",145.002,-37.7704
"Primary",1393,"O",145.087,-37.9018
"Primary",1398,"O",144.964,-37.7163
"Primary",1406,"O",145.295,-37.8874
"Primary",1407,"O",145.19,-37.8174
"Primary",1408,"O",145.354,-36.396
"Primary",1412,"O",144.993,-37.7341
"Pri/Sec",1415,"O",145.025,-37.8354
"Primary",1416,"O",145.485,-38.1975
"Primary",1422,"O",144.924,-37.7421
"Secondary",1425,"O",144.332,-38.1502
"Primary",1429,"O",145.15,-37.9532
"Secondary",1431,"O",145.068,-37.9912
"Primary",1438,"O",145.019,-37.7303
"Secondary",1445,"O",145.083,-37.8337
"Primary",1459,"O",144.973,-37.7474
"Primary",1461,"O",145.097,-37.8495
"Primary",1465,"O",144.942,-37.7309
"Primary",1466,"O",144.873,-37.8085
"Primary",1470,"O",144.343,-38.1564
"Secondary",1471,"O",144.883,-37.7494
"Secondary",1473,"O",145.2,-37.7918
"Primary",1477,"O",145.082,-37.8641
"Primary",1480,"O",143.989,-37.5004
"Secondary",1481,"O",145.04,-37.9257
"Primary",1482,"O",145.071,-37.7935
"Secondary",1485,"O",145.1,-37.8827
"Primary",1488,"O",141.643,-36.3354
"Primary",1489,"O",144.374,-38.1646
"Pri/Sec",1490,"O",145.118,-37.8472
"Primary",1493,"O",146.254,-38.1794
"Secondary",1495,"O",145.083,-37.7748
"Secondary",1497,"O",145.915,-38.159
"Pri/Sec",1498,"O",142.159,-34.2226
"Primary",1499,"O",144.82,-37.7822
"Primary",1500,"O",145.034,-37.7631
"Primary",1501,"O",142.802,-38.0799
"Primary",1503,"O",145.032,-37.9461
"Primary",1505,"O",145.06,-37.9655
"Primary",1508,"O",145.17,-37.8219
"Primary",1509,"O",145.273,-37.7975
"Primary",1510,"O",141.3,-37.034
"Pri/Sec",1511,"O",145.317,-38.0502
"Primary",1512,"O",145.713,-37.1913
"Primary",1513,"O",144.905,-37.7566
"Pri/Sec",1515,"O",145.008,-37.8839
"Primary",1516,"O",145.016,-37.7608
"Special",1519,"O",145.023,-37.9383
"Primary",1521,"O",144.8,-37.7377
"Primary",1522,"O",145.157,-37.8232
"Primary",1523,"O",145.011,-36.5878
"Primary",1524,"O",146.784,-37.9808
"Primary",1525,"O",144.359,-38.0902
"Primary",1526,"O",145.046,-37.7469
"Primary",1527,"O",144.878,-37.8291
"Secondary",1528,"O",142.049,-37.742
"Primary",1529,"O",145.101,-37.8798
"Primary",1530,"O",145.172,-37.9717
"Primary",1531,"O",145.122,-37.9231
"Primary",1532,"O",142.362,-35.7239
"Pri/Sec",1533,"O",145.0,-37.8681
"Primary",1534,"O",144.889,-37.7437
"Primary",1537,"O",144.338,-38.1111
"Primary",1538,"O",144.33,-38.1358
"Primary",1539,"O",145.093,-37.7029
"Primary",1541,"O",144.801,-37.7794
"Primary",1542,"O",144.769,-37.7685
"Primary",1543,"O",144.862,-37.7876
"Primary",1545,"O",144.923,-37.7039
"Secondary",1547,"O",145.152,-37.9591
"Primary",1549,"O",144.808,-37.7875
"Primary",1550,"O",144.112,-36.0549
"Secondary",1551,"O",144.33,-38.1301
"Primary",1554,"O",145.041,-37.982
"Primary",1555,"O",144.298,-36.7669
"Primary",1556,"O",144.835,-37.7712
"Primary",1557,"O",143.84,-37.6035
"Special",1559,"O",145.027,-37.823
"Primary",1560,"O",142.152,-34.1873
"Pri/Sec",1561,"O",145.001,-37.8693
"Primary",1563,"O",144.891,-37.7669
"Primary",1564,"O",146.292,-38.1847
"Primary",1565,"O",145.13,-37.8743
"Primary",1566,"O",145.206,-37.9713
"Primary",1568,"O",145.411,-36.3925
"Primary",1569,"O",145.111,-37.8301
"Primary",1570,"O",145.052,-37.9382
"Secondary",1571,"O",145.086,-37.9022
"Primary",1575,"O",146.415,-38.2306
"Primary",1577,"O",142.038,-36.4571
"Primary",1578,"O",142.851,-35.5018
"Primary",1579,"O",145.617,-37.7922
"Primary",1580,"O",145.019,-37.7116
"Primary",1581,"O",148.012,-37.871
"Primary",1582,"O",145.077,-37.7352
"Primary",1583,"O",147.173,-36.2162
"Primary",1584,"O",145.106,-37.8962
"Primary",1585,"O",144.897,-37.7564
"Secondary",1588,"O",145.226,-37.9902
"Secondary",1589,"O",147.588,-37.8371
"Pri/Sec",1590,"O",142.779,-34.5847
"Primary",1591,"O",146.321,-36.3722
"Secondary",1592,"O",145.174,-37.8478
"Primary",1593,"O",144.924,-37.6851
"Primary",1594,"O",144.954,-36.2527
"Primary",1595,"O",145.103,-37.7959
"Primary",1596,"O",145.164,-37.8868
"Primary",1598,"O",145.126,-37.8517
"Primary",1600,"O",145.15,-37.8711
"Primary",1602,"O",145.092,-37.9905
"Primary",1604,"O",145.153,-37.7906
"Secondary",1605,"O",145.209,-36.0577
"Primary",1607,"O",145.239,-37.9905
"Secondary",1608,"O",145.235,-37.8231
"Pri/Sec",1609,"O",145.007,-37.8929
"Pri/Sec",1610,"O",145.091,-38.1982
"Primary",1612,"O",144.968,-37.6982
"Primary",1613,"O",145.16,-37.9327
"Primary",1615,"O",145.019,-37.6724
"Primary",1616,"O",144.921,-37.7188
"Primary",1617,"O",144.347,-38.1473
"Primary",1618,"O",145.353,-37.9084
"Primary",1619,"O",142.466,-38.3649
"Primary",1620,"O",144.88,-37.725
"Primary",1622,"O",143.579,-38.3532
"Primary",1623,"O",145.159,-37.6721
"Primary",1624,"O",145.354,-38.0338
"Secondary",1625,"O",144.898,-37.7566
"Pri/Sec",1626,"O",145.043,-37.8423
"Primary",1627,"O",145.036,-37.7153
"Primary",1628,"O",145.147,-37.8355
"Primary",1629,"O",146.306,-36.3466
"Primary",1632,"O",142.474,-36.6227
"Secondary",1633,"O",145.273,-37.783
"Secondary",1634,"O",144.806,-37.7877
"Secondary",1635,"O",144.812,-37.8639
"Primary",1637,"O",145.059,-37.7738
"Primary",1638,"O",143.826,-37.5254
"Primary",1640,"O",145.09,-37.7673
"Primary",1641,"O",145.275,-37.8627
"Pri/Sec",1642,"O",147.899,-36.1984
"Secondary",1644,"O",145.359,-37.9106
"Primary",1645,"O",145.266,-37.849
"Secondary",1646,"O",145.295,-37.8905
"Special",1647,"O",145.027,-37.8062
"Primary",1648,"O",144.848,-37.821
"Primary",1649,"O",145.102,-38.0181
"Primary",1650,"O",144.945,-37.7073
"Secondary",1651,"O",145.133,-37.8747
"Primary",1652,"O",145.167,-37.8076
"Primary",1653,"O",144.932,-37.6657
"Secondary",1654,"O",144.842,-37.8316
"Primary",1655,"O",145.318,-37.7879
"Primary",1656,"O",145.057,-37.6985
"Secondary",1657,"O",145.03,-37.6507
"Pri/Sec",1658,"O",145.258,-37.7837
"Primary",1659,"O",144.392,-38.1666
"Secondary",1661,"O",144.965,-37.7304
"Primary",1663,"O",145.184,-37.8404
"Primary",1664,"O",146.972,-37.9635
"Primary",1665,"O",145.07,-38.2232
"Primary",1667,"O",145.148,-38.1458
"Special",1669,"O",145.243,-37.8779
"Secondary",1670,"O",145.139,-38.1356
"Primary",1671,"O",145.141,-38.1066
"Secondary",1673,"O",145.166,-37.9152
"Primary",1674,"O",144.862,-37.7585
"Primary",1678,"O",145.122,-37.7806
"Pri/Sec",1679,"O",145.278,-37.9709
"Primary",1680,"O",145.123,-37.7613
"Primary",1681,"O",145.21,-37.8368
"Primary",1682,"O",145.166,-37.9081
"Secondary",1684,"O",144.665,-37.9095
"Secondary",1685,"O",145.071,-37.9265
"Primary",1689,"O",147.083,-38.0994
"Primary",1690,"O",144.852,-37.8392
"Primary",1692,"O",144.859,-37.7442
"Primary",1693,"O",142.52,-38.3853
"Secondary",1694,"O",146.725,-36.5533
"Primary",1696,"O",144.777,-37.8538
"Primary",1697,"O",145.226,-37.8898
"Primary",1699,"O",146.873,-36.1268
"Pri/Sec",1701,"O",145.367,-37.7988
"Pri/Sec",1706,"O",145.249,-37.7772
"Primary",1709,"O",144.273,-36.7442
"Primary",1710,"O",145.13,-37.9867
"Special",1711,"O",145.06,-37.8759
"Secondary",1712,"O",145.169,-37.8226
"Pri/Sec",1714,"O",145.192,-37.7004
"Primary",1715,"O",144.811,-37.7564
"Primary",1719,"O",142.156,-34.2046
"Primary",1721,"O",145.213,-37.6294
"Primary",1722,"O",144.69,-37.8746
"Pri/Sec",1724,"O",145.193,-37.774
"Special",1728,"O",145.132,-37.8039
"Primary",1729,"O",145.001,-37.8823
"Primary",1733,"O",145.039,-37.6784
"Pri/Sec",1734,"O",144.576,-37.3638
"Primary",1735,"O",144.889,-37.693
"Primary",1736,"O",145.279,-38.1116
"Primary",1737,"O",145.163,-37.9899
"Primary",1739,"O",144.585,-37.6809
"Primary",1741,"O",144.358,-38.072
"Pri/Sec",1742,"O",144.763,-37.7246
"Special",1743,"O",145.158,-37.9028
